Date,sero,daily_death,sero_lower,sero_upper
2020/9/15,,3,,
2020/9/16,,0,,
2020/9/17,,2,,
2020/9/18,,1,,
2020/9/19,,0,,
2020/9/20,,1,,
2020/9/21,,0,,
2020/9/22,,0,,
2020/9/23,,1,,
2020/9/24,,3,,
2020/9/25,,0,,
2020/9/26,,0,,
2020/9/27,,1,,
2020/9/28,,1,,
2020/9/29,,1,,
2020/9/30,,1,,
2020/10/1,,1,,
2020/10/2,,1,,
2020/10/3,,1,,
2020/10/4,,3,,
2020/10/5,,0,,
2020/10/6,,1,,
2020/10/7,,1,,
2020/10/8,,2,,
2020/10/9,,2,,
2020/10/10,,1,,
2020/10/11,,5,,
2020/10/12,,4,,
2020/10/13,,3,,
2020/10/14,,3,,
2020/10/15,,2,,
2020/10/16,,3,,
2020/10/17,,6,,
2020/10/18,,7,,
2020/10/19,,3,,
2020/10/20,,2,,
2020/10/21,,7,,
2020/10/22,,6,,
2020/10/23,,5,,
2020/10/24,,7,,
2020/10/25,,5,,
2020/10/26,,9,,
2020/10/27,,11,,
2020/10/28,,7,,
2020/10/29,,15,,
2020/10/30,,10,,
2020/10/31,,10,,
2020/11/1,,7,,
2020/11/2,,14,,
2020/11/3,,10,,
2020/11/4,,6,,
2020/11/5,,14,,
2020/11/6,,17,,
2020/11/7,,12,,
