Date,sero,daily_death,sero_lower,sero_upper
2020/9/17,,10,,
2020/9/18,,7,,
2020/9/19,,4,,
2020/9/20,,7,,
2020/9/21,,3,,
2020/9/22,,13,,
2020/9/23,,19,,
2020/9/24,,13,,
2020/9/25,,10,,
2020/9/26,,19,,
2020/9/27,,15,,
2020/9/28,,17,,
2020/9/29,,12,,
2020/9/30,,24,,
2020/10/1,,18,,
2020/10/2,,26,,
2020/10/3,,22,,
2020/10/4,,18,,
2020/10/5,,20,,
2020/10/6,,27,,
2020/10/7,,29,,
2020/10/8,,25,,
2020/10/9,,33,,
2020/10/10,,36,,
2020/10/11,,38,,
2020/10/12,,40,,
2020/10/13,,32,,
2020/10/14,,36,,
2020/10/15,,40,,
2020/10/16,,51,,
2020/10/17,,59,,
2020/10/18,,50,,
2020/10/19,,51,,
2020/10/20,,57,,
2020/10/21,,67,,
2020/10/22,,55,,
2020/10/23,,61,,
2020/10/24,,57,,
2020/10/25,,74,,
2020/10/26,,69,,
2020/10/27,,72,,
2020/10/28,,73,,
2020/10/29,,85,,
2020/10/30,,93,,
2020/10/31,,84,,
2020/11/1,,81,,
2020/11/2,,75,,
2020/11/3,,95,,
2020/11/4,,85,,
2020/11/5,,79,,
2020/11/6,,98,,
2020/11/7,,92,,
