Date,sero,daily_death,sero_lower,sero_upper
2020/9/9,,1,,
2020/9/10,,2,,
2020/9/11,,3,,
2020/9/12,,0,,
2020/9/13,0.108,0,0.086,0.134
2020/9/14,,0,,
2020/9/15,,4,,
2020/9/16,,1,,
2020/9/17,,5,,
2020/9/18,,2,,
2020/9/19,,6,,
2020/9/20,,4,,
2020/9/21,,3,,
2020/9/22,,5,,
2020/9/23,,8,,
2020/9/24,,2,,
2020/9/25,,1,,
2020/9/26,,2,,
2020/9/27,,2,,
2020/9/28,,6,,
2020/9/29,,8,,
2020/9/30,,7,,
2020/10/1,,5,,
2020/10/2,,2,,
2020/10/3,,4,,
2020/10/4,,2,,
2020/10/5,,9,,
2020/10/6,,5,,
2020/10/7,,7,,
2020/10/8,,6,,
2020/10/9,,7,,
2020/10/10,,4,,
2020/10/11,,4,,
2020/10/12,,4,,
2020/10/13,,4,,
2020/10/14,,7,,
2020/10/15,,13,,
2020/10/16,,7,,
2020/10/17,,4,,
2020/10/18,,6,,
2020/10/19,,9,,
2020/10/20,,7,,
2020/10/21,,13,,
2020/10/22,,11,,
2020/10/23,,5,,
2020/10/24,,18,,
2020/10/25,,10,,
2020/10/26,,10,,
2020/10/27,,14,,
2020/10/28,,18,,
2020/10/29,,14,,
2020/10/30,,13,,
2020/10/31,,7,,
2020/11/1,,18,,
2020/11/2,,20,,
2020/11/3,,15,,
2020/11/4,,15,,
2020/11/5,,19,,
2020/11/6,,13,,
2020/11/7,,23,,
