Date,sero,daily_death,sero_lower,sero_upper
18/09/2020,,7,,
19/09/2020,,4,,
20/09/2020,,7,,
21/09/2020,,3,,
22/09/2020,,13,,
23/09/2020,,19,,
24/09/2020,,13,,
25/09/2020,,10,,
26/09/2020,,19,,
27/09/2020,,15,,
28/09/2020,,17,,
29/09/2020,,12,,
30/09/2020,,24,,
01/10/2020,,18,,
02/10/2020,,26,,
03/10/2020,,22,,
04/10/2020,,18,,
05/10/2020,,20,,
06/10/2020,,27,,
07/10/2020,,29,,
08/10/2020,,25,,
09/10/2020,,33,,
10/10/2020,,36,,
11/10/2020,,38,,
12/10/2020,,40,,
13/10/2020,,32,,
14/10/2020,,36,,
15/10/2020,,40,,
16/10/2020,,51,,
17/10/2020,,59,,
18/10/2020,,50,,
19/10/2020,,51,,
20/10/2020,,57,,
21/10/2020,,67,,
22/10/2020,,55,,
23/10/2020,,61,,
24/10/2020,,57,,
25/10/2020,,74,,
26/10/2020,,69,,
27/10/2020,,72,,
28/10/2020,,73,,
29/10/2020,,85,,
30/10/2020,,93,,
31/10/2020,,84,,
01/11/2020,,81,,
02/11/2020,,75,,
03/11/2020,,95,,
04/11/2020,,85,,
05/11/2020,,79,,
06/11/2020,,98,,
07/11/2020,,92,,
