Date,sero,daily_death,sero_lower,sero_upper
19/09/2020,,0,,
20/09/2020,,1,,
21/09/2020,,0,,
22/09/2020,,0,,
23/09/2020,,1,,
24/09/2020,,3,,
25/09/2020,,0,,
26/09/2020,,0,,
27/09/2020,,1,,
28/09/2020,,1,,
29/09/2020,,1,,
30/09/2020,,1,,
01/10/2020,,1,,
02/10/2020,,1,,
03/10/2020,,1,,
04/10/2020,,3,,
05/10/2020,,0,,
06/10/2020,,1,,
07/10/2020,,1,,
08/10/2020,,2,,
09/10/2020,,2,,
10/10/2020,,1,,
11/10/2020,,5,,
12/10/2020,,4,,
13/10/2020,,3,,
14/10/2020,,3,,
15/10/2020,,2,,
16/10/2020,,3,,
17/10/2020,,6,,
18/10/2020,,7,,
19/10/2020,,3,,
20/10/2020,,2,,
21/10/2020,,7,,
22/10/2020,,6,,
23/10/2020,,5,,
24/10/2020,,7,,
25/10/2020,,5,,
26/10/2020,,9,,
27/10/2020,,11,,
28/10/2020,,7,,
29/10/2020,,15,,
30/10/2020,,10,,
31/10/2020,,10,,
01/11/2020,,7,,
02/11/2020,,14,,
03/11/2020,,10,,
04/11/2020,,6,,
05/11/2020,,14,,
06/11/2020,,17,,
07/11/2020,,12,,
