Date,sero,daily_death,sero_lower,sero_upper
19/09/2020,,2,,
20/09/2020,,1,,
21/09/2020,,2,,
22/09/2020,,0,,
23/09/2020,,2,,
24/09/2020,,1,,
25/09/2020,,5,,
26/09/2020,,5,,
27/09/2020,,3,,
28/09/2020,,6,,
29/09/2020,,4,,
30/09/2020,,3,,
01/10/2020,,6,,
02/10/2020,,4,,
03/10/2020,,2,,
04/10/2020,,1,,
05/10/2020,,1,,
06/10/2020,,1,,
07/10/2020,,4,,
08/10/2020,,5,,
09/10/2020,,3,,
10/10/2020,,4,,
11/10/2020,,4,,
12/10/2020,,6,,
13/10/2020,,6,,
14/10/2020,,5,,
15/10/2020,,6,,
16/10/2020,,3,,
17/10/2020,,6,,
18/10/2020,,5,,
19/10/2020,,10,,
20/10/2020,,10,,
21/10/2020,,14,,
22/10/2020,,10,,
23/10/2020,,7,,
24/10/2020,,11,,
25/10/2020,,12,,
26/10/2020,,14,,
27/10/2020,,6,,
28/10/2020,,13,,
29/10/2020,,9,,
30/10/2020,,10,,
31/10/2020,,24,,
01/11/2020,,21,,
02/11/2020,,19,,
03/11/2020,,18,,
04/11/2020,,17,,
05/11/2020,,17,,
06/11/2020,,21,,
07/11/2020,,19,,
